SMILES,MP
CC(CC1CCCCC1)C,-95.0
CC=O,-128.0
CCCCc1ccccn1,97.0
Oc1ccc(cc1C)C(c1ccc(c(c1)C)O)(C)C,139.0
OC[C@H]1CCCN1C(=O)OC(C)(C)C,61.0
CCCN1C(=O)C=CC1=O,25.0
COc1c2-c3ccc(c(=O)cc3C(CCc2cc(c1OC)OC)NC(=O)C)SC,193.0
CCC1CN2CCC1CC2C(c1ccnc2c1cc(OCCC(C)C)cc2)O,152.0
CCOC(=O)C#CC(=O)OCC,2.0
N#Cc1cccc(c1)S(=O)(=O)N,152.0
CC(=O)c1ccc(c(c1)Br)F,56.0
OC(=O)CC(C(=O)O)S,152.0
O=C(c1ccccc1C(=O)c1ccccc1)c1ccccc1,147.0
COC(=O)CCC(C1CCC2C1(C)C(OC(=O)C)CC1C2CCC2C1(C)CCC(C2)OC(=O)C)C,116.0
SC(C(C(=O)O)S)C(=O)O,197.0
COc1ccc(cc1)C(C(C(=O)O)(C)C)CCC(=O)O,121.0
NCc1c(C)cc(cc1Cl)Cl,54.0
Clc1cc(Cl)c(cc1c1ccccc1)Cl,76.3
Cc1ccc2c(c1)c1ccccc1c1c2cccc1,100.0
CCC1(CC)C(=O)NC=CC1=O,90.7
[O-][N+](=O)c1cc(ccc1Br)C(=O)O,203.5
NC(c1ccccc1)C(=O)O,290.0
OCC1OC(OC2CCC3(C(=C2)C(OC(=O)C)CC2(C3CCC3(C2(O)CCC3c2ccc(=O)oc2)C)O)C)C(C(C1O)O)O,169.0
CCCCCCCCCCCc1nc(N)nc(n1)N,120.0
OC(=O)COc1ccc(cc1)I,157.0
CCOC(=O)c1ccc2c(c1)no[n+]2[O-],67.0
OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,188.0
C=CCCCC(=O)O,-37.0
CCCc1c(O)cccc1O,103.0
O=C1OC(C(=C1Cl)Cl)OC1OC(=O)C(=C1Cl)Cl,142.0
CCc1c(C)cc(cc1C)C,-16.0
BrCc1c(F)c(F)c(c(c1F)F)F,19.0
COc1cccc(c1C(=O)O)F,91.0
CCCCCCc1ccc(cc1)C(=O)Oc1ccc(cc1)C#N,46.0
Clc1cc2ccccc2c(c1)Cl,62.3
Cc1ccc(cc1)C(c1ccccc1O)O,105.0
Clc1ccc2c(c1)sc(n2)N,200.0
Clc1c2OC3Cc4c(C3Oc2c(c(c1Cl)Cl)Cl)cccc4,159.0
OC(=O)CCCOc1ccc(cc1Cl)Cl,118.0
CCCB(CCC)CCC,-56.0
BrCc1cc(F)c(cc1OC)F,42.0
ClS(=O)(=O)c1ccc2c(c1)OCCO2,66.0
Cc1ccc(cc1)C1(O)CCN(CC1)CCCC(=O)c1ccc(cc1)F,118.0
Brc1ccc(c2c1cccn2)O,124.0
Cc1ccc2c(c1)nccn2,218.5
O=C(N1CCC(=O)CC1)OC(C)(C)C,74.0
CCC1CN2CCC1CC2[C@@H](c1ccnc2c1cc(OC)cc2)O,172.5
CC(=O)Nc1cc(N=Nc2ccccc2)c(c(c1)NC(=O)C)C,255.0
CC(=O)OC1CCCC2=CC(=O)CCC12C,90.0
COCC(=NOCC(=O)OC)c1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F,58.0
OC(=O)c1ccc(c(c1)O)O,201.0
CCCCCCCCCCCC(=O)C,30.0
CCNc1nc(NC(C)C)nc(n1)Cl,172.5
OC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,77.0
COc1ccc(cc1)C(=CC(=O)c1ccc(cc1)OC)C,87.0
[O-][N+](=O)c1ccccc1C=Cc1ccccn1,214.0
N#Cc1cc(F)ccc1F,33.0
CC(=O)c1ccc(c(c1O)C)O,154.0
Brc1ccc(nc1)c1ccccc1,74.0
N#Cc1ccccc1Cl,45.0
Brc1ccc(c(c1)Br)O,37.0
OC[C@@H]([C@H]([C@H](C=O)O)O)O,110.0
OC(=O)Cc1csc2c1cc(Cl)cc2,154.0
CC(c1cc(c(cc1C)O)C(C)(C)C)CC(c1cc(c(cc1C)O)C(C)(C)C)c1cc(c(cc1C)O)C(C)(C)C,186.5
BrCc1cccc(c1)I,50.0
NCCCN1CCOCC1,-15.0
Oc1cccc(c1)C(=O)O,202.0
O=C1c2ccccc2Cc2c1cccc2,157.0
CC([Si](Cl)(Cl)Cl)C,-87.7
CNc1ccccn1,15.0
Clc1ccc(cc1)S(=O)(=O)O,67.0
OCC([N+](=O)[O-])(CO)CO,214.0
COc1cc(ccc1F)C(=O)O,207.0
BrC(C(C)(C)C)C(=O)NC(c1ccccc1)(C)C,180.1
Cc1cccc(c1NC1=NCCCS1)C,140.0
COc1ccc2c(c1)ccc(c2)C(COC(=O)C)C,61.0
Clc1ccccc1C(=O)c1ccccc1Cl,52.0
Oc1ccc(nc1)OCc1ccccc1,92.0
CCCCNC(=O)OC#CCI,66.0
NS(=O)(=O)c1cc2c(o1)sc(c2)CN1CCOCC1,244.0
Clc1ccc(cc1)NN=C1C(=O)NN=C1c1c(O)c2ccccc2n(c1=O)C,240.0
CC(NC(=O)c1ccccc1)CCc1ccc(cc1)CCC(=O)C,122.0
BrCCCCCCC(=O)O,31.0
N#CC(=Cc1ccco1)c1nc(c(s1)N=Nc1c(Cl)cc(cc1Cl)Cl)C,156.0
N#Cc1ccc(cc1)C#N,226.0
CC(=O)c1cc(F)c(cc1Cl)Cl,35.0
N#CC(=Cc1ccccc1OC)c1nc2c(s1)cccc2,159.0
c1ccc(cc1)c1cccnc1,164.0
Clc1cccc(c1S(=O)(=O)Cl)Cl,53.0
c1cc2ccc3c4c2c(c1)c1cccc2c1c4c(cc3)cc2,278.0
c1ccc2-c3ccc(cc3)C=Cc3ccc(-c2c1)cc3,230.0
N#Cc1c(Cl)cccc1[N+](=O)[O-],121.0
Fc1cccc(c1)Br,-8.0
CC(CC1CCCC1)C,-115.0
Clc1nccc(c1)C(=O)N,202.0
OB(c1ccc(c(c1)C)C)O,220.0
Clc1cnc(c(c1)F)N,96.0
OC(c1ccccc1)C(=O)OC1CC2CCC(C1)N2C,99.5
CCCCCC(CCC)C,-99.0
S=C=S,-112.0
CC=C1CC(=C)C(C)(O)C(=O)OCC2=CCN3C2C(OC1=O)CC3,217.5
COC(=O)C1=C(C)NC(=S)NC1c1ccc(cc1)[N+](=O)[O-],175.0
C1=CN=NN=NN=C1,146.0
CCOC(=O)C(N[P+](C(NC(=O)CCCCN1C(=O)c2c(C1=O)cccc2)C)(OC)[O-])CCC(=O)OCC,81.0
O=C1C2OC2C(=O)C(=C1O)C,127.0
CC(=O)c1ccc(cc1)SC(F)(F)F,30.0
OCC(COCC(CO)(CO)CO)(COCC(CO)(CO)CO)CO,249.0
Cc1cccc(c1)P(c1cccc(c1)C)c1cccc(c1)C,100.0
Cc1ccc2c(c1C)CCC1C2CCC2C1(C)CCCC2,156.0
CSCC[C@@H](C(=O)O)NC(=O)OC(C)(C)C,50.0
OC1(CCCCC1)C#CC#CC1(O)CCCCC1,175.0
CCOC(=O)C(=NNc1ccccc1[N+](=O)[O-])C#N,103.0
Nc1c(C)n(n(c1=O)c1ccccc1)C,108.0
O=C1CSc2c(N1)cccc2,177.0
O=CC(=C(C(=O)O)Cl)Cl,127.0
OC(=O)COCCN1C(=O)c2c(C1=O)cccc2,128.0
CCC(OC(=O)c1ccccc1C(=O)O)(C#C)C,97.0
ICC(C)C,-93.0
COc1cc(OC)ccc1CO,37.0
CCOC(=O)c1cccc(c1)C(=O)OCC,11.5
CC=CC=CC=CC=O,56.8
CNC(=O)ON=C(SC)C,79.0
CN(c1ccc(cc1)N=C=S)C,67.0
Cc1ccc(o1)C(c1cc(Br)cc(c1O)Br)c1ccc(o1)C,88.0
NC(=N)N1CCc2c(C1)cccc2,279.0
OC(c1ccccc1)C1OC(=O)C2(C(C1CC2)(C)C)C,156.0
CCOC1OC(=CC(C1Br)C)C(=O)N,131.0
Fc1cc(F)c(nc1N)N,160.0
COc1cc(ccc1OC)CC(=O)O,97.0
Clc1ccc2c(c1)Oc1c(O2)c(Cl)c(c(c1)Cl)Cl,172.0
N#CC(c1ccccc1[N+](=O)[O-])C,51.0
