SMILES,MP
CC(=O)OC1CC2C(=C)C(=O)C3(C1C14C(CCC(C4CC3OC1=O)(C)C)OC(=O)C)C2OC(=O)C,230.0
N#Cc1cc(cnc1Cl)c1ccccc1,145.0
CCC(C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)(C)C,136.5
Nc1ccc2c(c1)ccc(c2)N,213.0
Cc1cccc(c1I)C,11.0
OCCN(C(=O)C(Cl)Cl)Cc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-],136.0
COC(=O)c1cncc(c1)C,44.0
FC(c1ccccc1n1cncc1)(F)F,52.0
OC(=O)c1cc2c(o1)cccc2,194.0
CCCCCCCCOc1ccc(cc1)NC(=O)c1ccc(cc1)C,141.0
Clc1cc(Cl)c(c(c1O)Cc1c(O)c(Cl)cc(c1Cl)Cl)Cl,164.0
CC(COC(=O)C)C,-99.0
CN1CCN(CC1)c1c(F)cc2c3c1OCC(n3cc(c2=O)C(=O)O)C,253.5
CCCCc1ccc(cc1)NC(=O)Oc1ccc(cc1)OC,143.0
CCCCCCCCCCCCCC(=O)N,106.0
Oc1ccccc1,41.0
CCOC(=O)C(C)C,-88.0
NC(=O)c1cccc(c1F)C(F)(F)F,96.0
Cc1ccc(c(c1)C)C(C)C,-82.0
NC(=O)COC(=O)c1cnn(c1C)c1ccccc1,154.0
CCCCCCCCCCCCCCCCC1CO1,33.0
O=Cc1c(F)ccc(c1F)Br,55.0
CCOC(=O)CCC(=O)OC1C(OC(CC1N(C)C)C)OC1C(C)C(OC2OC(C)C(C(C2)(C)OC)O)C(C)C(=O)OC(CC)C(C(C(C(=O)C(CC1(C)O)C)C)O)(C)O,222.0
Oc1ccc(c(c1)[N+](=O)[O-])N,151.0
[O-][N+](=O)OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],140.5
COC(=O)c1ccc(c(c1)OC)O,64.0
CC(=O)c1ccccc1c1ccccc1,56.0
CN(C(=S)SSC(=S)N(C)C)C,150.0
Cc1c(C)c(C)c(c(c1C)O)C,128.0
O=C1CCCCCCCCC1=O,40.5
CCCCCCCCCCC1CCCC1,-22.0
Clc1ccc(cc1)C(=O)N(C(C)(C)C)NC(=O)c1ccccc1,212.5
N#CCC(=O)c1cccc(c1)C,73.0
NC(=O)c1ccc(cc1)OC1CCNCC1,228.0
OC(=O)c1c(F)ccc(c1Cl)C,117.0
Ic1ccc(c(c1)Cl)N,70.0
OC(=O)COCCN1CCN(CC1)C(c1ccc(cc1)Cl)c1ccccc1,112.5
N#CC(=C1C=C(/C=C/c2ccc(cc2)N(C)C)OC(=C1)C)C#N,212.0
Nc1cccc(n1)N,120.0
Cc1ccc(cn1)C,-16.0
